"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"01.04.1993","90,140","92,980","93,280","88,980","42,58K","-3,01%"
"01.03.1993","92,940","93,750","95,680","92,870","38,66K","-1,57%"
"01.02.1993","94,420","93,550","95,960","92,780","39,69K","1,12%"
"01.01.1993","93,370","94,150","94,970","90,780","50,54K","-0,53%"
"01.12.1992","93,870","91,100","94,200","88,630","31,35K","3,02%"
"01.11.1992","91,120","88,400","92,000","88,450","36,46K","3,09%"
"01.10.1992","88,390","82,710","88,800","82,640","35,28K","6,37%"
"01.09.1992","83,100","79,100","88,050","78,430","30,43K","5,03%"
"01.08.1992","79,120","82,650","83,200","78,950","32,59K","-4,20%"
"01.07.1992","82,590","84,780","85,090","81,500","49,99K","-2,58%"
"01.06.1992","84,780","87,450","88,100","84,340","50,04K","-3,11%"
"01.05.1992","87,500","90,250","90,350","86,960","56,60K","-3,13%"
"01.04.1992","90,330","90,760","91,820","89,280","65,86K","-0,61%"
"01.03.1992","90,880","89,570","92,950","89,000","60,49K","1,75%"
"01.02.1992","89,320","87,940","90,550","85,830","55,14K","1,03%"
"01.01.1992","88,410","84,470","89,730","83,870","76,10K","4,39%"
"01.12.1991","84,690","87,730","88,140","84,400","23,50K","-4,16%"
"01.11.1991","88,370","90,320","90,340","86,540","61,92K","-2,38%"
"01.10.1991","90,520","90,940","92,850","90,220","60,30K","-0,22%"
"01.09.1991","90,720","93,360","93,500","89,980","35,63K","-3,13%"
"01.08.1991","93,650","94,180","97,000","92,330","53,46K","-0,45%"
"01.07.1991","94,070","96,970","98,230","93,530","60,96K","-3,01%"
"01.06.1991","96,990","93,970","97,400","93,150","35,05K","3,87%"
"01.05.1991","93,380","91,740","94,200","91,020","66,44K","1,36%"
"01.04.1991","92,130","92,190","95,190","90,040","89,07K","-0,92%"
"01.03.1991","92,990","84,960","93,500","84,350","36,29K","10,24%"
"01.02.1991","84,350","82,610","84,530","80,600","34,61K","2,48%"
"01.01.1991","82,310","83,790","86,000","82,300","56,45K","-1,88%"
"01.12.1990","83,890","83,690","85,940","81,780","23,82K","1,01%"
"01.11.1990","83,050","83,830","83,850","81,460","32,12K","-0,61%"
"01.10.1990","83,560","85,650","86,100","82,200","57,53K","-3,42%"
"01.09.1990","86,520","86,740","87,540","84,700","31,99K","-0,38%"
"01.08.1990","86,850","87,760","89,220","85,100","41,39K","-0,66%"
"01.07.1990","87,430","91,170","91,320","87,370","49,78K","-4,59%"
"01.06.1990","91,640","92,980","93,480","91,580","37,18K","-1,58%"
"01.05.1990","93,110","93,470","93,610","90,700","29,79K","-0,18%"
"01.04.1990","93,280","94,840","94,900","92,970","34,81K","-0,98%"
"01.03.1990","94,200","93,860","95,440","93,260","34,07K","0,76%"
"01.02.1990","93,490","92,730","93,650","91,500","40,54K","0,72%"
"01.01.1990","92,820","93,800","95,420","92,250","60,83K","-1,18%"
